名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1(0级)	魔法属性索引1(10级)	魔法属性索引2(0级)	魔法属性索引2(10级)	魔法属性索引3(0级)	魔法属性索引3(10级)	魔法属性索引4(0级)	魔法属性索引4(10级)	魔法属性索引5(0级)	魔法属性索引5(10级)	魔法属性索引6(0级)	魔法属性索引6(10级)	所在套装	6级技能ID	10级技能ID	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2	可熔炼属性数量	可熔炼纹钢品质	基础兵甲值	是否可升星装备	可镶嵌星辰石数量	装备突破祝福值	注灵位置数量	显示图标ID
8★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与武魂堂心法相合。	5	0	10	0																						36	120	39	11									3413	4842	3423	4845	2253	3836	3332	3607	2938	2219	130	130			1999	608	1			6	10	38600					
惊帆·决胜千里	0	10	38	\spr\item\equip\horse\horse003.spr	40	2	3	<color=Yellow>决胜千里指挥官专属坐骑，只有拥有雄才大略的指挥官才可乘骑。<color>	5	99999	10	0	111	120	120	93	1200	1200																36	150											3826	1874	130																								
惊帆·运筹帷幄	0	10	38	\spr\item\equip\horse\horse003.spr	40	2	3	<color=Yellow>运筹帷幄指挥官专属坐骑，只有拥有雄才大略的指挥官才可乘骑。<color>	5	99999	10	0	111	120	120	93	1200	1200																36	150											838	1879	130	3074																							
飒露紫	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	<color=Yellow>2020年竞拍夜宝驹。昭陵六骏之一，紫燕超跃，骨腾神骏，气詟三川，威凌八阵。<color>	5	99999	10	0	111	120	120	93	1200	1200	241	20	20													36	150											5722	3181	3684	2252	130	5721																					
2020·雪域银魂	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	<color=Yellow>传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。<color>	5	99999	10	0	111	120	120	93	1200	1200	241	20	20													36	150											5722	3181	3684	2252	130	5721																					
2020·雪域赤角	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	<color=Yellow>传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。<color>	5	99999	10	0	111	120	120	93	1200	1200	241	20	20													36	150											5722	3181	3684	2252	130	5721																					
2020·雪域金角	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	<color=Yellow>传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。<color>	5	99999	10	0	111	120	120	93	1200	1200	241	20	20													36	150											5722	3181	3684	2252	130	5721																					
雪域战魂	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	<color=Yellow>传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。<color>	5	99999	10	0	111	120	120	93	1200	1200	241	20	20													36	150											5722	3181	3684	2252	130	5721																					
9★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与华山心法相合。	5	0	10	0																						36	120	39	10									3413	5945	3423	5947	2253	5949	3332	5951	2938	2219	130	130			1618	636	1			6	10	38600					
10★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与华山心法相合。	5	0	10	0																						36	120	39	10									3413	5946	3423	5948	2253	5950	3332	5952	2938	2221	130	130			1618	637	1			6	10	38600					
9★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与天王心法相合。	5	0	10	0																						36	120	39	1									3413	5945	3423	5947	2253	5949	3332	5951	2938	2219	130	130			1619	638	1			6	10	38600					
10★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与天王心法相合。	5	0	10	0																						36	120	39	1									3413	5946	3423	5948	2253	5950	3332	5952	2938	2221	130	130			1619	639	1			6	10	38600					
9★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与少林心法相合。	5	0	10	0																						36	120	39	0									3413	5945	3423	5947	2253	5949	3332	5951	2938	2219	130	130			1620	640	1			6	10	38600					
10★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与少林心法相合。	5	0	10	0																						36	120	39	0									3413	5946	3423	5948	2253	5950	3332	5952	2938	2221	130	130			1620	641	1			6	10	38600					
9★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与唐门心法相合。	5	0	10	0																						36	120	39	2									3413	5945	3423	5947	2253	5949	3332	5951	2938	2219	130	130			1621	642	1			6	10	38600					
10★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与唐门心法相合。	5	0	10	0																						36	120	39	2									3413	5946	3423	5948	2253	5950	3332	5952	2938	2221	130	130			1621	643	1			6	10	38600					
9★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与五毒心法相合。	5	0	10	0																						36	120	39	3									3413	5945	3423	5947	2253	5949	3332	5951	2938	2219	130	130			1622	644	1			6	10	38600					
10★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与五毒心法相合。	5	0	10	0																						36	120	39	3									3413	5946	3423	5948	2253	5950	3332	5952	2938	2221	130	130			1622	645	1			6	10	38600					
9★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与武当心法相合。	5	0	10	0																						36	120	39	8									3413	5945	3423	5947	2253	5949	3332	5951	2938	2219	130	130			1623	646	1			6	10	38600					
10★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与武当心法相合。	5	0	10	0																						36	120	39	8									3413	5946	3423	5948	2253	5950	3332	5952	2938	2221	130	130			1623	647	1			6	10	38600					
9★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与昆仑心法相合。	5	0	10	0																						36	120	39	9									3413	5945	3423	5947	2253	5949	3332	5951	2938	2219	130	130			1624	648	1			6	10	38600					
10★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与昆仑心法相合。	5	0	10	0																						36	120	39	9									3413	5946	3423	5948	2253	5950	3332	5952	2938	2221	130	130			1624	649	1			6	10	38600					
9★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与峨嵋心法相合。	5	0	10	0																						36	120	39	4									3413	5945	3423	5947	2253	5949	3332	5951	2938	2219	130	130			1625	650	1			6	10	38600					
10★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与峨嵋心法相合。	5	0	10	0																						36	120	39	4									3413	5946	3423	5948	2253	5950	3332	5952	2938	2221	130	130			1625	651	1			6	10	38600					
9★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与翠烟心法相合。	5	0	10	0																						36	120	39	5									3413	5945	3423	5947	2253	5949	3332	5951	2938	2219	130	130			1626	652	1			6	10	38600					
10★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与翠烟心法相合。	5	0	10	0																						36	120	39	5									3413	5946	3423	5948	2253	5950	3332	5952	2938	2221	130	130			1626	653	1			6	10	38600					
9★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与天忍心法相合。	5	0	10	0																						36	120	39	7									3413	5945	3423	5947	2253	5949	3332	5951	2938	2219	130	130			1627	654	1			6	10	38600					
10★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与天忍心法相合。	5	0	10	0																						36	120	39	7									3413	5946	3423	5948	2253	5950	3332	5952	2938	2221	130	130			1627	655	1			6	10	38600					
9★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与丐帮心法相合。	5	0	10	0																						36	120	39	6									3413	5945	3423	5947	2253	5949	3332	5951	2938	2219	130	130			1628	656	1			6	10	38600					
10★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与丐帮心法相合。	5	0	10	0																						36	120	39	6									3413	5946	3423	5948	2253	5950	3332	5952	2938	2221	130	130			1628	657	1			6	10	38600					
9★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与武魂堂心法相合。	5	0	10	0																						36	120	39	11									3413	5945	3423	5947	2253	5949	3332	5951	2938	2219	130	130			1999	658	1			6	10	38600					
10★至尊印鉴	0	13	0	\spr\item\tianziyuxi.spr	37	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与武魂堂心法相合。	5	0	10	0																						36	120	39	11									3413	5946	3423	5948	2253	5950	3332	5952	2938	2221	130	130			1999	659	1			6	10	38600					
天骄之戒	0	3	0	\spr\item\equip\ring\obj-ring14.spr	37	1	1	可使佩戴者获得上古天骄之力的戒指。	0	99999	10	0																						36	60											5953	5953	131	131	4837	4837	5954	5954	5955	5955	5956	5956	620					5986		4	11	28800					
出岫轻云	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	<color=Yellow>2021年竞拍夜坐骑。深溪蓄翠，幽岫含云，云深见鹿。<color>	5	99999	10	0	111	120	120	93	1200	1200																36	150											3074	3074																									
2021·苍蓝山君	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	<color=Yellow>浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。<color>	5	99999	10	0	111	120	120	93	1200	1200																36	150											3074	3074																									
2021·绯红山君	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	<color=Yellow>浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。<color>	5	99999	10	0	111	120	120	93	1200	1200																36	150											3074	3074																									
2021·赤阳山君	0	10	51	\spr\item\equip\horse\horse091.spr	40	2	3	<color=Yellow>浮玉之山，有兽名君。身似有浮焰，慑敌千里之外。<color>	5	99999	10	0	111	120	120	93	1200	1200																36	150											3074	3074																									
吉祥白鹿	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	<color=Yellow>别有野麋人不见，一生长饮白云泉。<color>	5	99999	10	0	111	120	120	93	1500	1500	150	700	700													36	150																																					
易容面具-金征恶	0	11	624	\spr\item\equip\mask\yrmj_01.spr	379	1	1	用于易容术的面具，装备到装备栏中即可变成该NPC的样子。	5	0	10	0		2451	2451	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	150																																3000					
易容面具-木荣甫	0	11	624	\spr\item\equip\mask\yrmj_01.spr	379	1	1	用于易容术的面具，装备到装备栏中即可变成该NPC的样子。	5	0	10	0		2452	2452	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	150																																3000					
易容面具-水兵岳	0	11	624	\spr\item\equip\mask\yrmj_01.spr	379	1	1	用于易容术的面具，装备到装备栏中即可变成该NPC的样子。	5	0	10	0		2453	2453	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	150																																3000					
易容面具-土斯基	0	11	624	\spr\item\equip\mask\yrmj_01.spr	379	1	1	用于易容术的面具，装备到装备栏中即可变成该NPC的样子。	5	0	10	0		2454	2454	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	150																																3000					
易容面具-火原贾	0	11	624	\spr\item\equip\mask\yrmj_01.spr	379	1	1	用于易容术的面具，装备到装备栏中即可变成该NPC的样子。	5	0	10	0		2455	2455	245	8	8	106	10	10	108	10	10	110	10	10	111	10	10				36	150																																3000					
无双披风	0	12	0	\spr\item\equip\pifengtubiao\pifeng_10.spr	338	1	1	其中蕴含的力量足以令天地变色	5	0	10	0																						36	120											4057	5987	4069	5988	3841	5989	4136	5990	3856	5991	130	130				284	1							5		5	13
无双·炎凰面具	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。	5	0	1	0		2370	2370	245	10	10	106	30	30	108	30	30	110	30	30	111	15	15				36	120	39	0									4070	5992	4323	5993	1308	5525	2865	2865	2866	2866	2867	2867										16000					
无双·炎凰面具	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。	5	0	1	0		2370	2370	245	10	10	106	30	30	108	30	30	110	30	30	111	15	15				36	120	39	1									4070	5992	4323	5993	1308	5525	2869	2869	2870	2870	2868	2868										16000					
无双·炎凰面具	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。	5	0	1	0		2370	2370	245	10	10	106	30	30	108	30	30	110	30	30	111	15	15				36	120	39	2									4070	5992	4323	5993	1308	5525	2877	2877	2878	2878	2879	2879										16000					
无双·炎凰面具	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。	5	0	1	0		2370	2370	245	10	10	106	30	30	108	30	30	110	30	30	111	15	15				36	120	39	3									4070	5992	4323	5993	1308	5525	2875	2875	2876	2876												16000					
无双·炎凰面具	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。	5	0	1	0		2370	2370	245	10	10	106	30	30	108	30	30	110	30	30	111	15	15				36	120	39	5									4070	5992	4323	5993	1308	5525	2873	2873	2874	2874												16000					
无双·炎凰面具	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。	5	0	1	0		2370	2370	245	10	10	106	30	30	108	30	30	110	30	30	111	15	15				36	120	39	4									4070	5992	4323	5993	1308	5525	2872	2872	2871	2871												16000					
无双·炎凰面具	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。	5	0	1	0		2370	2370	245	10	10	106	30	30	108	30	30	110	30	30	111	15	15				36	120	39	10									4070	5992	4323	5993	1308	5525	3914	3914	3915	3915												16000					
无双·炎凰面具	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。	5	0	1	0		2370	2370	245	10	10	106	30	30	108	30	30	110	30	30	111	15	15				36	120	39	6									4070	5992	4323	5993	1308	5525	2880	2880	2881	2881												16000					
无双·炎凰面具	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。	5	0	1	0		2370	2370	245	10	10	106	30	30	108	30	30	110	30	30	111	15	15				36	120	39	7									4070	5992	4323	5993	1308	5525	2882	2882	2883	2883												16000					
无双·炎凰面具	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。	5	0	1	0		2370	2370	245	10	10	106	30	30	108	30	30	110	30	30	111	15	15				36	120	39	8									4070	5992	4323	5993	1308	5525	2884	2884	2885	2885												16000					
无双·炎凰面具	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。	5	0	1	0		2370	2370	245	10	10	106	30	30	108	30	30	110	30	30	111	15	15				36	120	39	9									4070	5992	4323	5993	1308	5525	2886	2886	2887	2887												16000					
无双·炎凰面具	0	11	624	\spr\item\equip\mask\vipmask.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。	5	0	1	0		2370	2370	245	10	10	106	30	30	108	30	30	110	30	30	111	15	15				36	120	39	11									4070	5992	4323	5993	1308	5525	5549	5549	5554	5554												16000					
[玄金]青驹之宫金项链	0	4	1	\spr\item\equip\nick\obj-neck114.spr	36	2	1	玄金装备，青驹级逍遥琴法套装第一件	3	4	10	0																						39	12	36	30									950	951	850	851	971	972	1013	1014	993	994	1290	1291	621			671	1	6002		2	1	2					
[玄金]青驹之宫金冠	0	7	4	\spr\item\equip\cap\obj-ma-cap131.spr	28	2	2	玄金装备，青驹级逍遥琴法套装第二件	4	4	10	0	30	360	360	31	85	85																39	12	36	30									951	952	890	891	970	971	1193	1194	1330	1331	1290	1291	621			671	2			2	1	2					
[玄金]青驹之宫金上戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，青驹级逍遥琴法套装第三件	0	4	10	0																						39	12	36	30									950	951	870	871	971	972	1013	1014	1330	1331	1290	1291	621			671	3			2	1	2					
[玄金]青驹之宫金护腕	0	8	1	\spr\item\equip\bangle\obj-ma-bangle114.spr	34	1	2	玄金装备，青驹级逍遥琴法套装第四件	2	4	10	0	30	135	135	31	80	80																39	12	36	30									951	952	910	911	970	971	1213	1214	1330	1331	1290	1291	621			671	4			2	1	2					
[玄金]青驹之宫金腰带	0	6	1	\spr\item\equip\sash\obj-ma-sash114.spr	33	2	1	玄金装备，青驹级逍遥琴法套装第五件	1	4	10	0	30	160	160	31	80	80																39	12	36	30									951	952	930	931	971	972	1173	1174	1330	1331	1290	1291	621			671	5	6003		2	1	2					
[玄金]青驹之宫金衣	0	2	4	\spr\item\equip\armor\obj-ma-cloth131.spr	24	2	3	玄金装备，青驹级逍遥琴法套装第六件	3	4	10	0	30	720	720	31	90	90																39	12	36	30									951	952	850	851	971	972	1013	1014	1233	1233	1290	1291	621			671	6			2	1	2					
[玄金]青驹之宫金琴	0	1	3	\spr\item\equip\closeweapon\obj-lyre01.spr	481	1	4	玄金装备，青驹级逍遥琴法套装第七件	4	4	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										39	12	36	30									1056	1056	890	891	1153	1154	1193	1194	1330	1331	1290	1291	621			671	7			2	1	2					
[玄金]青驹之宫金靴	0	5	0	\spr\item\equip\boots\obj-ma-shoes131.spr	26	2	2	玄金装备，青驹级逍遥琴法套装第八件	0	4	10	0	30	160	160	31	80	80																39	12	36	30									951	952	870	871	971	972	1013	1014	1253	1254	1290	1291	621			671	8			2	1	2					
[玄金]青驹之宫金腰坠	0	9	1	\spr\item\equip\waist\obj-waist114.spr	36	1	2	玄金装备，青驹级逍遥琴法套装第九件	2	4	10	0																						39	12	36	30									950	951	910	911	970	971	1213	1214	1330	1331	1290	1291	621			671	9	6004		2	1	2					
[玄金]青驹之宫金下戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，青驹级逍遥琴法套装第十件	1	4	10	0																						39	12	36	30									950	951	930	931	970	971	1173	1174	1330	1331	1290	1291	621			671	10			2	1	2					
[玄金]青驹之泼墨项链	0	4	1	\spr\item\equip\nick\obj-neck114.spr	36	2	1	玄金装备，青驹级逍遥剑法套装第一件	0	4	10	0																						39	12	36	30									950	951	850	851	971	972	1013	1014	993	994	1290	1291	622			672	1	5994		2	1	2					
[玄金]青驹之泼墨冠	0	7	4	\spr\item\equip\cap\obj-ma-cap131.spr	28	2	2	玄金装备，青驹级逍遥剑法套装第二件	2	4	10	0	30	360	360	31	85	85																39	12	36	30									951	952	890	891	970	971	1193	1194	1330	1331	1290	1291	622			672	2			2	1	2					
[玄金]青驹之泼墨上戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，青驹级逍遥剑法套装第三件	1	4	10	0																						39	12	36	30									950	951	870	871	971	972	1013	1014	1330	1331	1290	1291	622			672	3			2	1	2					
[玄金]青驹之泼墨护腕	0	8	1	\spr\item\equip\bangle\obj-ma-bangle114.spr	34	1	2	玄金装备，青驹级逍遥剑法套装第四件	3	4	10	0	30	135	135	31	80	80																39	12	36	30									951	952	910	911	970	971	1213	1214	1330	1331	1290	1291	622			672	4			2	1	2					
[玄金]青驹之泼墨腰带	0	6	0	\spr\item\equip\sash\obj-ma-sash114.spr	32	2	1	玄金装备，青驹级逍遥剑法套装第五件	4	4	10	0	30	160	160	31	80	80																39	12	36	30									951	952	930	931	971	972	1173	1174	1330	1331	1290	1291	622			672	5	5995		2	1	2					
[玄金]青驹之泼墨衣	0	2	4	\spr\item\equip\armor\obj-ma-cloth131.spr	24	2	3	玄金装备，青驹级逍遥剑法套装第六件	0	4	10	0	30	720	720	31	90	90																39	12	36	30									951	952	850	851	971	972	1013	1014	1233	1233	1290	1291	622			672	6			2	1	2					
[玄金]青驹之泼墨剑	0	0	0	\spr\item\equip\closeweapon\obj-sword48.spr	9	1	3	玄金装备，青驹级逍遥剑法套装第七件	2	4	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										39	12	36	30									1037	1037	890	891	1073	1074	1193	1194	1315	1316	1290	1291	622			672	7			2	1	2					
[玄金]青驹之泼墨靴	0	5	0	\spr\item\equip\boots\obj-ma-shoes131.spr	26	2	2	玄金装备，青驹级逍遥剑法套装第八件	1	4	10	0	30	160	160	31	80	80																39	12	36	30									951	952	870	871	971	972	1013	1014	1253	1254	1290	1291	622			672	8			2	1	2					
[玄金]青驹之泼墨腰坠	0	9	1	\spr\item\equip\waist\obj-waist114.spr	36	1	2	玄金装备，青驹级逍遥剑法套装第九件	3	4	10	0																						39	12	36	30									950	951	910	911	970	971	1213	1214	1330	1331	1290	1291	622			672	9	5996		2	1	2					
[玄金]青驹之泼墨下戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，青驹级逍遥剑法套装第十件	4	4	10	0																						39	12	36	30									950	951	930	931	970	971	1173	1174	1330	1331	1290	1291	622			672	10			2	1	2					
[玄金]云鹿之赋格项链	0	4	1	\spr\item\equip\nick\obj-neck114.spr	36	2	1	玄金装备，云鹿级逍遥琴法套装第一件	3	99999	10	0																						36	80	39	12									951	952	851	852	972	973	1014	1015	994	995	1291	1292	623			673	1	6002		2	2	24					
[玄金]云鹿之赋格冠	0	7	4	\spr\item\equip\cap\obj-ma-cap131.spr	28	2	2	玄金装备，云鹿级逍遥琴法套装第二件	4	99999	10	0	30	360	360	31	85	85																36	80	39	12									952	953	891	892	971	972	1194	1195	1331	1332	1291	1292	623			673	2			2	2	24					
[玄金]云鹿之赋格上戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，云鹿级逍遥琴法套装第三件	0	99999	10	0																						36	80	39	12									951	952	871	872	972	973	1014	1015	1331	1332	1291	1292	623			673	3			2	2	24					
[玄金]云鹿之赋格护腕	0	8	1	\spr\item\equip\bangle\obj-ma-bangle114.spr	34	1	2	玄金装备，云鹿级逍遥琴法套装第四件	2	99999	10	0	30	135	135	31	80	80																36	80	39	12									952	953	911	912	971	972	1214	1215	1331	1332	1291	1292	623			673	4			2	2	24					
[玄金]云鹿之赋格腰带	0	6	1	\spr\item\equip\sash\obj-ma-sash114.spr	33	2	1	玄金装备，云鹿级逍遥琴法套装第五件	1	99999	10	0	30	160	160	31	80	80																36	80	39	12									952	953	931	932	972	973	1174	1175	1331	1332	1291	1292	623			673	5	6003		2	2	24					
[玄金]云鹿之赋格衣	0	2	4	\spr\item\equip\armor\obj-ma-cloth131.spr	24	2	3	玄金装备，云鹿级逍遥琴法套装第六件	3	99999	10	0	30	720	720	31	90	90																36	80	39	12									952	953	851	852	972	973	1014	1015	1234	1234	1291	1292	623			673	6			2	2	24					
[玄金]云鹿之赋格琴	0	1	3	\spr\item\equip\closeweapon\obj-lyre01.spr	481	1	4	玄金装备，云鹿级逍遥琴法套装第七件	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	80	39	12									1057	1057	891	892	1154	1155	1194	1195	1331	1332	1291	1292	623			673	7			2	2	24					
[玄金]云鹿之赋格靴	0	5	0	\spr\item\equip\boots\obj-ma-shoes131.spr	26	2	2	玄金装备，云鹿级逍遥琴法套装第八件	0	99999	10	0	30	160	160	31	80	80																36	80	39	12									952	953	871	872	972	973	1014	1015	1254	1255	1291	1292	623			673	8			2	2	24					
[玄金]云鹿之赋格腰坠	0	9	1	\spr\item\equip\waist\obj-waist114.spr	36	1	2	玄金装备，云鹿级逍遥琴法套装第九件	2	99999	10	0																						36	80	39	12									951	952	911	912	971	972	1214	1215	1331	1332	1291	1292	623			673	9	6004		2	2	24					
[玄金]云鹿之赋格下戒	0	3	0	\spr\item\equip\ring\obj-ring114.spr	37	1	1	玄金装备，云鹿级逍遥琴法套装第十件	1	99999	10	0																						36	80	39	12									951	952	931	932	971	972	1174	1175	1331	1332	1291	1292	623			673	10			2	2	24					
[玄金]云鹿之安闲项链	0	4	1	\spr\item\equip\nick\obj-neck114.spr	36	2	1	玄金装备，云鹿级逍遥剑法套装第一件	0	99999	10	0																						36	80	39	12									951	952	851	852	972	973	1014	1015	994	995	1291	1292	624			674	1	5994		2	2	24					
[玄金]云鹿之安闲冠	0	7	4	\spr\item\equip\cap\obj-ma-cap131.spr	28	2	2	玄金装备，云鹿级逍遥剑法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	80	39	12									952	953	891	892	971	972	1194	1195	1331	1332	1291	1292	624			674	2			2	2	24					
